frame_idx,source,ocr_text,ocr_raw,status_text,hsv_label,hsv_green,hsv_red,vcb_box,label_box,status_box,num_boxes,yolo_ms,total_ms,fps
286,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.683) | From Aux Tr 4TR4I-Y(0.557),"green (g=252, r=0)",green,252,0,"437,276,828,720,0.9900","545,516,724,559,0.9791","496,518,514,532,0.8064",3,44.760,135.389,7.386
287,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.717) | From Aux Tr 4TR41-Y(0.802),"green (g=252, r=0)",green,252,0,"436,275,828,720,0.9901","544,517,724,560,0.9747","495,518,513,532,0.8369",3,46.345,137.362,7.280
288,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.704) | From Aux Tr 4TR41-Y(0.437),"green (g=247, r=0)",green,247,0,"433,275,827,720,0.9901","541,517,723,560,0.9721","493,519,512,532,0.8212",3,46.696,140.276,7.129
289,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.837) | From Aux Tr 4TR4T-Y(0.696),"green (g=225, r=0)",green,225,0,"430,275,826,719,0.9905","539,518,720,561,0.9791","491,519,509,532,0.7609",3,38.056,131.011,7.633
290,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.672) | From Aux Tr 4TRA1-Y(0.790),"green (g=238, r=0)",green,238,0,"426,276,822,719,0.9912","536,518,717,561,0.9790","488,519,505,533,0.8182",3,43.628,135.252,7.394
291,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.622) | From Aux Tr 4TR41-Y(0.688),"green (g=252, r=0)",green,252,0,"423,276,816,719,0.9907","533,519,713,562,0.9773","483,520,501,534,0.9452",3,42.658,137.755,7.259
292,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.560) | From Aux Tr 4TR4T-Y(0.731),"green (g=252, r=0)",green,252,0,"416,275,810,719,0.9894","527,519,708,562,0.9766","477,520,495,534,0.8726",3,43.499,138.267,7.232
293,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.598) | From Aux Tr 4TR4T-Y(0.684),"green (g=252, r=0)",green,252,0,"411,272,804,720,0.9898","520,519,704,562,0.9859","471,519,489,533,0.7859",3,43.370,141.106,7.087
294,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.506) | From Aux Tr 4TR41-Y(0.420),"green (g=266, r=0)",green,266,0,"405,272,800,719,0.9842","516,518,697,561,0.9878","465,519,484,533,0.8239",3,41.118,137.840,7.255
295,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.544) | From Aux Tr 4TR41-Y(0.601),"green (g=266, r=0)",green,266,0,"402,270,798,720,0.9798","510,517,694,561,0.9796","460,518,479,532,0.8310",3,41.238,137.676,7.263
296,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.502) | From Aux Tr 4TR4T-Y(0.422),"green (g=205, r=0)",green,205,0,"398,269,796,720,0.9825","506,517,690,560,0.9808","457,517,475,531,0.8476",3,42.158,137.629,7.266
297,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.721) | From Aux Tr 4TRAT-Y(0.731),"green (g=214, r=0)",green,214,0,"394,268,793,720,0.9851","504,515,688,559,0.9868","455,515,472,529,0.7582",3,44.076,141.636,7.060
298,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.695) | From Aux Tr 4TR41-Y(0.624),"green (g=285, r=0)",green,285,0,"394,265,792,720,0.9863","503,513,688,558,0.9900","453,513,472,528,0.8030",3,43.033,137.761,7.259
299,/home/robot/Workspace/FoundationPose_VCB/yolo/datasets/test_video_random_green.mp4,4SW02-01B,4SWO2-O1B(0.888) | From Aux Tr 4TR4I-Y(0.518),"green (g=262, r=0)",green,262,0,"394,262,792,720,0.9853","503,512,687,556,0.9920","452,511,471,525,0.8966",3,43.966,138.370,7.227
